"Air Qualityall Good","Beverage","Cloth 1","Cloth 2","Cloth 3","Cloth 4","Cloth 5","Cloth 6","Cloth 7","Duration Of Location","Eat Recent","Humid","Location","Mode Of Transport","Mood","Smelly","Stuffy","Suffocating","Thermal Comfort","Thermal Preference","Timestamp","User Name"
"YES",2,"NO","NO","YES","NO","NO","NO","YES","1-2 hours","Two hours ago","NO","LD328",4,3,"NO","NO","NO",4,2,"2022/12/15 2022-12-15 11:41:48.092","Noah@email.com"
"YES",2,"NO","NO","YES","NO","NO","NO","YES","1-2 hours","Two hours ago","NO","LD328",4,3,"NO","NO","NO",4,2,"2022/12/15 2022-12-15 11:55:21.592","Noah@email.com"
"NO",2,"NO","NO","YES","NO","NO","NO","YES","1-2 hours","Two hours ago","NO","LD328",4,3,"NO","YES","NO",4,2,"2022/12/15 2022-12-15 12:14:55.812","Noah@email.com"
"YES",2,"NO","NO","YES","NO","NO","NO","YES","less than an hour","30 mins ago","NO","LD328",4,3,"NO","NO","NO",4,2,"2022/12/15 2022-12-15 12:15:13.451","Noah@email.com"
"YES",2,"NO","NO","YES","NO","NO","NO","YES","1-2 hours","Two hours ago","NO","LD328",4,3,"NO","NO","NO",4,2,"2022/12/15 2022-12-15 12:28:50.404","Noah@email.com"
"YES",1,"NO","NO","YES","NO","NO","NO","YES","1-2 hours","30 mins ago","NO","LD328",4,3,"NO","NO","NO",3,2,"2022/12/15 2022-12-15 12:45:59.101","Noah@email.com"
"YES",1,"NO","NO","YES","NO","NO","NO","YES","more than 3 hours","30 mins ago","NO","LD328",4,3,"NO","NO","NO",3,2,"2022/12/15 2022-12-15 12:56:50.199","Noah@email.com"
"YES",1,"NO","NO","YES","NO","NO","NO","YES","more than 3 hours","30 mins ago","NO","LD328",4,3,"NO","NO","NO",3,2,"2022/12/15 2022-12-15 13:26:28.760","Noah@email.com"
"NO",2,"NO","NO","YES","NO","NO","NO","YES","more than 3 hours","30 mins ago","NO","LD328",4,3,"NO","YES","NO",4,2,"2022/12/15 2022-12-15 13:36:29.065","Noah@email.com"
"YES",2,"NO","NO","YES","NO","NO","NO","YES","more than 3 hours","Two hours ago","NO","LD328",4,3,"NO","NO","NO",4,2,"2022/12/15 2022-12-15 13:57:41.663","Noah@email.com"
"YES",2,"NO","NO","YES","NO","NO","NO","YES","more than 3 hours","Two hours ago","NO","LD328",4,3,"NO","NO","NO",4,2,"2022/12/15 2022-12-15 13:58:03.481","Noah@email.com"
"NO",2,"NO","NO","YES","NO","NO","NO","YES","more than 3 hours","Two hours ago","NO","LD328",4,3,"NO","YES","NO",4,2,"2022/12/15 2022-12-15 14:06:40.139","Noah@email.com"
"NO",2,"NO","NO","YES","NO","NO","NO","YES","more than 3 hours","Two hours ago","NO","LD328",4,4,"NO","YES","NO",3,2,"2022/12/15 2022-12-15 14:15:40.507","Noah@email.com"
"NO",2,"NO","NO","YES","NO","NO","NO","YES","more than 3 hours","Two hours ago","NO","LD328",4,4,"NO","YES","NO",2,2,"2022/12/15 2022-12-15 14:32:42.260","Noah@email.com"
"NO",2,"NO","NO","YES","NO","NO","NO","YES","more than 3 hours","Two hours ago","NO","LD328",4,4,"NO","YES","NO",2,2,"2022/12/15 2022-12-15 14:43:31.872","Noah@email.com"
"YES",2,"NO","NO","YES","NO","NO","NO","YES","less than an hour","Two hours ago","NO","LD124",4,2,"NO","NO","NO",5,1,"2022/12/19 2022-12-19 10:21:11.140","Noah@email.com"
"YES",2,"NO","NO","YES","NO","NO","NO","YES","less than an hour","Two hours ago","NO","LD124",4,2,"NO","NO","NO",5,1,"2022/12/19 2022-12-19 10:38:21.620","Noah@email.com"
"YES",2,"NO","NO","YES","NO","NO","NO","YES","less than an hour","Two hours ago","NO","LD124",4,2,"NO","NO","NO",5,1,"2022/12/19 2022-12-19 10:48:27.659","Noah@email.com"
"YES",2,"NO","NO","YES","NO","NO","NO","YES","less than an hour","Two hours ago","NO","LD124",4,2,"NO","NO","NO",5,1,"2022/12/19 2022-12-19 11:01:10.515","Noah@email.com"
"YES",2,"NO","NO","YES","NO","NO","NO","YES","1-2 hours","Two hours ago","NO","LD124",4,2,"NO","NO","NO",5,1,"2022/12/19 2022-12-19 11:08:44.403","Noah@email.com"
"YES",2,"NO","NO","YES","NO","NO","NO","YES","1-2 hours","Two hours ago","NO","LD124",4,2,"NO","NO","NO",5,1,"2022/12/19 2022-12-19 11:18:49.738","Noah@email.com"
"YES",2,"NO","NO","YES","NO","NO","NO","YES","1-2 hours","Two hours ago","NO","LD124",4,2,"NO","NO","NO",5,1,"2022/12/19 2022-12-19 11:29:18.146","Noah@email.com"
"YES",2,"NO","NO","YES","NO","NO","NO","YES","1-2 hours","Two hours ago","NO","LD124",4,3,"NO","NO","NO",5,1,"2022/12/19 2022-12-19 11:40:02.018","Noah@email.com"
"YES",2,"NO","NO","YES","NO","NO","NO","YES","1-2 hours","Two hours ago","NO","LD124",4,3,"NO","NO","NO",5,1,"2022/12/19 2022-12-19 11:49:25.236","Noah@email.com"
"YES",2,"NO","NO","YES","NO","NO","NO","YES","1-2 hours","Two hours ago","NO","LD124",4,3,"NO","NO","NO",5,1,"2022/12/19 2022-12-19 12:07:15.550","Noah@email.com"
"YES",2,"NO","NO","YES","NO","NO","NO","YES","1-2 hours","30 mins ago","NO","LD124",4,3,"NO","NO","NO",5,1,"2022/12/19 2022-12-19 12:10:33.818","Noah@email.com"
"YES",2,"NO","NO","YES","NO","NO","NO","YES","1-2 hours","30 mins ago","NO","LD124",4,3,"NO","NO","NO",4,2,"2022/12/19 2022-12-19 12:20:05.018","Noah@email.com"
"YES",2,"NO","NO","YES","NO","NO","NO","YES","less than an hour","30 mins ago","NO","LD124",4,3,"NO","NO","NO",4,2,"2022/12/19 2022-12-19 12:29:18.574","Noah@email.com"
"YES",1,"NO","NO","YES","NO","NO","NO","YES","less than an hour","30 mins ago","NO","LD124",4,4,"NO","NO","NO",4,2,"2022/12/19 2022-12-19 12:40:58.274","Noah@email.com"
"YES",1,"NO","NO","YES","NO","NO","NO","YES","1-2 hours","30 mins ago","NO","LD124",4,4,"NO","NO","NO",4,2,"2022/12/19 2022-12-19 12:50:33.354","Noah@email.com"
"YES",2,"NO","NO","YES","NO","NO","NO","YES","1-2 hours","One hour ago","NO","LD124",4,4,"NO","NO","NO",4,2,"2022/12/19 2022-12-19 13:02:00.821","Noah@email.com"
"YES",2,"NO","NO","YES","NO","NO","NO","YES","1-2 hours","One hour ago","NO","LD124",4,4,"NO","NO","NO",4,2,"2022/12/19 2022-12-19 13:11:52.719","Noah@email.com"
"YES",2,"NO","NO","YES","NO","NO","NO","YES","1-2 hours","One hour ago","NO","LD124",4,3,"NO","NO","NO",5,2,"2022/12/19 2022-12-19 13:21:49.356","Noah@email.com"
"NO",2,"NO","NO","YES","NO","NO","NO","YES","1-2 hours","One hour ago","NO","LD124",4,3,"NO","YES","NO",4,2,"2022/12/19 2022-12-19 13:32:18.742","Noah@email.com"
"NO",2,"NO","NO","YES","NO","NO","NO","YES","1-2 hours","One hour ago","NO","LD124",4,2,"NO","YES","NO",2,2,"2022/12/19 2022-12-19 13:41:37.568","Noah@email.com"
"NO",2,"NO","NO","YES","NO","NO","NO","YES","1-2 hours","One hour ago","NO","LD124",4,2,"NO","YES","NO",2,2,"2022/12/19 2022-12-19 13:51:10.630","Noah@email.com"
"NO",2,"NO","NO","YES","NO","NO","NO","YES","1-2 hours","One hour ago","NO","LD124",4,2,"NO","YES","NO",2,2,"2022/12/19 2022-12-19 14:01:02.947","Noah@email.com"
"NO",2,"NO","NO","YES","NO","NO","NO","YES","1-2 hours","One hour ago","NO","LD124",4,2,"NO","YES","NO",2,2,"2022/12/19 2022-12-19 14:13:30.148","Noah@email.com"
"NO",2,"NO","NO","YES","NO","NO","NO","YES","1-2 hours","One hour ago","NO","LD124",4,2,"NO","YES","NO",3,2,"2022/12/19 2022-12-19 14:19:45.512","Noah@email.com"
"NO",2,"NO","NO","YES","NO","NO","NO","YES","1-2 hours","Two hours ago","NO","LD124",4,2,"NO","YES","NO",6,2,"2022/12/19 2022-12-19 14:33:16.948","Noah@email.com"
"NO",2,"NO","NO","YES","NO","NO","NO","YES","1-2 hours","Two hours ago","NO","LD124",4,2,"NO","YES","NO",6,1,"2022/12/19 2022-12-19 14:38:03.073","Noah@email.com"
"NO",2,"NO","NO","YES","NO","NO","NO","YES","1-2 hours","Two hours ago","NO","LD124",4,2,"NO","YES","NO",6,1,"2022/12/19 2022-12-19 14:39:43.802","Noah@email.com"
"NO",2,"NO","NO","YES","NO","NO","NO","YES","1-2 hours","Two hours ago","NO","LD124",4,2,"NO","YES","NO",6,1,"2022/12/19 2022-12-19 14:41:50.510","Noah@email.com"
"NO",2,"NO","NO","YES","NO","NO","NO","YES","1-2 hours","Two hours ago","NO","LD124",4,2,"NO","YES","NO",6,1,"2022/12/19 2022-12-19 14:43:19.328","Noah@email.com"
"YES",2,"NO","NO","YES","YES","NO","NO","NO","more than 3 hours","Two hours ago","NO","LD124",4,2,"NO","NO","NO",7,1,"2022/12/19 2022-12-19 14:44:51.563","Noah@email.com"
"YES",2,"NO","NO","YES","YES","NO","NO","NO","less than an hour","One hour ago","NO","LD106",4,2,"NO","NO","NO",3,2,"2022/12/20 2022-12-20 09:55:41.235","Noah@email.com"
"YES",2,"NO","NO","YES","YES","NO","NO","NO","less than an hour","Two hours ago","NO","LD106",4,2,"NO","NO","NO",4,2,"2022/12/20 2022-12-20 10:11:23.850","Noah@email.com"
"YES",2,"NO","NO","YES","YES","NO","NO","NO","less than an hour","Two hours ago","NO","LD106",4,2,"NO","NO","NO",5,1,"2022/12/20 2022-12-20 10:29:56.944","Noah@email.com"
"YES",2,"NO","NO","YES","YES","NO","NO","NO","less than an hour","Two hours ago","NO","LD106",4,2,"NO","NO","NO",5,1,"2022/12/20 2022-12-20 10:35:50.108","Noah@email.com"
"YES",2,"NO","NO","YES","YES","NO","NO","NO","less than an hour","Two hours ago","NO","LD106",4,2,"NO","NO","NO",5,1,"2022/12/20 2022-12-20 10:44:29.980","Noah@email.com"
"YES",2,"NO","NO","YES","YES","NO","NO","NO","less than an hour","No","NO","LD106",4,2,"NO","NO","NO",5,1,"2022/12/20 2022-12-20 10:50:28.921","Noah@email.com"
"YES",2,"NO","NO","YES","YES","NO","NO","NO","less than an hour","No","NO","LD106",4,3,"NO","NO","NO",4,1,"2022/12/20 2022-12-20 10:59:16.267","Noah@email.com"
"YES",2,"NO","NO","YES","YES","NO","NO","NO","less than an hour","No","NO","LD106",4,3,"NO","NO","NO",4,1,"2022/12/20 2022-12-20 11:08:07.447","Noah@email.com"
"YES",2,"NO","NO","YES","YES","NO","NO","NO","less than an hour","No","NO","LD106",4,3,"NO","NO","NO",4,1,"2022/12/20 2022-12-20 11:18:56.129","Noah@email.com"
"YES",2,"NO","NO","YES","YES","NO","NO","NO","less than an hour","No","NO","LD106",4,3,"NO","NO","NO",5,1,"2022/12/20 2022-12-20 11:32:29.669","Noah@email.com"
"YES",2,"NO","NO","YES","YES","NO","NO","NO","less than an hour","No","NO","LD106",4,3,"NO","NO","NO",5,1,"2022/12/20 2022-12-20 11:44:23.719","Noah@email.com"
"YES",2,"NO","NO","YES","YES","NO","NO","NO","less than an hour","No","NO","LD106",4,3,"NO","NO","NO",5,1,"2022/12/20 2022-12-20 11:47:58.155","Noah@email.com"
"YES",2,"NO","NO","YES","YES","NO","NO","NO","less than an hour","No","NO","LD106",4,3,"NO","NO","NO",4,1,"2022/12/20 2022-12-20 11:58:08.409","Noah@email.com"
"YES",2,"NO","NO","YES","YES","NO","NO","NO","less than an hour","No","NO","LD106",4,3,"NO","NO","NO",4,1,"2022/12/20 2022-12-20 12:08:06.403","Noah@email.com"
"YES",2,"NO","NO","YES","YES","NO","NO","NO","1-2 hours","No","NO","LD106",4,3,"NO","NO","NO",4,1,"2022/12/20 2022-12-20 12:12:36.354","Noah@email.com"
"YES",2,"NO","NO","YES","YES","NO","NO","NO","1-2 hours","No","NO","LD106",4,3,"NO","NO","NO",4,1,"2022/12/20 2022-12-20 12:20:54.510","Noah@email.com"
"YES",2,"NO","NO","YES","YES","NO","NO","NO","1-2 hours","30 mins ago","NO","LD106",4,3,"NO","NO","NO",4,1,"2022/12/20 2022-12-20 12:27:59.351","Noah@email.com"
"YES",2,"NO","NO","YES","YES","NO","NO","NO","1-2 hours","30 mins ago","NO","LD106",4,3,"NO","NO","NO",4,2,"2022/12/20 2022-12-20 12:38:32.559","Noah@email.com"
"YES",2,"NO","NO","YES","YES","NO","NO","NO","1-2 hours","30 mins ago","NO","LD106",4,3,"NO","NO","NO",4,2,"2022/12/20 2022-12-20 12:49:35.054","Noah@email.com"
"YES",1,"NO","NO","YES","YES","NO","NO","NO","1-2 hours","30 mins ago","NO","LD106",4,3,"NO","NO","NO",4,2,"2022/12/20 2022-12-20 12:52:30.898","Noah@email.com"
"YES",1,"NO","NO","YES","YES","NO","NO","NO","1-2 hours","30 mins ago","NO","LD106",4,3,"NO","NO","NO",3,3,"2022/12/20 2022-12-20 13:01:30.568","Noah@email.com"
"YES",1,"NO","NO","YES","YES","NO","NO","NO","1-2 hours","30 mins ago","NO","LD106",4,2,"NO","NO","NO",2,3,"2022/12/20 2022-12-20 13:01:54.148","Noah@email.com"
"YES",1,"NO","NO","YES","YES","NO","NO","NO","1-2 hours","30 mins ago","NO","LD106",4,2,"NO","NO","NO",2,3,"2022/12/20 2022-12-20 13:08:22.407","Noah@email.com"
"YES",1,"NO","NO","YES","YES","NO","NO","NO","more than 3 hours","30 mins ago","NO","LD106",4,2,"NO","NO","NO",2,3,"2022/12/20 2022-12-20 13:14:40.309","Noah@email.com"
"YES",1,"NO","NO","YES","YES","NO","NO","NO","more than 3 hours","30 mins ago","NO","LD106",4,2,"NO","NO","NO",2,3,"2022/12/20 2022-12-20 13:18:42.949","Noah@email.com"
"YES",2,"NO","NO","YES","YES","NO","NO","NO","more than 3 hours","30 mins ago","NO","LD106",4,2,"NO","NO","NO",2,3,"2022/12/20 2022-12-20 13:30:48.677","Noah@email.com"
"NO",2,"NO","NO","YES","YES","NO","NO","NO","more than 3 hours","One hour ago","NO","LD106",4,2,"YES","YES","NO",2,3,"2022/12/20 2022-12-20 13:33:34.373","Noah@email.com"
"NO",2,"NO","NO","YES","YES","NO","NO","NO","more than 3 hours","One hour ago","NO","LD106",4,2,"YES","YES","NO",2,3,"2022/12/20 2022-12-20 13:44:15.433","Noah@email.com"
"NO",2,"NO","NO","YES","YES","NO","NO","NO","more than 3 hours","One hour ago","NO","LD106",4,3,"YES","YES","NO",3,3,"2022/12/20 2022-12-20 13:49:15.047","Noah@email.com"
"NO",2,"NO","NO","YES","YES","NO","NO","NO","more than 3 hours","One hour ago","NO","LD106",4,3,"YES","YES","NO",3,3,"2022/12/20 2022-12-20 14:01:01.886","Noah@email.com"
"NO",2,"NO","NO","YES","YES","NO","NO","NO","more than 3 hours","One hour ago","NO","LD106",4,3,"YES","YES","NO",3,3,"2022/12/20 2022-12-20 14:08:11.223","Noah@email.com"
"NO",2,"NO","NO","YES","YES","NO","NO","NO","more than 3 hours","One hour ago","NO","LD106",4,3,"YES","YES","NO",3,3,"2022/12/20 2022-12-20 14:18:15.838","Noah@email.com"
"NO",2,"NO","NO","YES","YES","NO","NO","NO","more than 3 hours","One hour ago","NO","LD106",4,3,"YES","YES","NO",4,3,"2022/12/20 2022-12-20 14:20:15.377","Noah@email.com"
"NO",2,"NO","NO","YES","YES","NO","NO","NO","more than 3 hours","One hour ago","NO","LD106",4,3,"YES","YES","NO",4,2,"2022/12/20 2022-12-20 14:28:00.100","Noah@email.com"
"NO",2,"NO","NO","YES","YES","NO","NO","NO","more than 3 hours","One hour ago","NO","LD106",4,3,"YES","YES","NO",5,2,"2022/12/20 2022-12-20 14:29:01.603","Noah@email.com"
"NO",2,"NO","NO","YES","YES","NO","NO","NO","more than 3 hours","Two hours ago","NO","LD106",4,3,"YES","YES","NO",5,2,"2022/12/20 2022-12-20 14:38:44.857","Noah@email.com"
"YES",2,"NO","NO","YES","NO","NO","NO","YES","less than an hour","No","NO","LD106",4,3,"NO","NO","NO",4,2,"2022/12/21 2022-12-21 10:42:58.173","Noah@email.com"
"YES",2,"NO","NO","YES","NO","NO","NO","YES","less than an hour","No","NO","LD106",4,3,"NO","NO","NO",4,2,"2022/12/21 2022-12-21 10:45:02.666","Noah@email.com"
"YES",2,"NO","NO","YES","NO","NO","NO","YES","less than an hour","No","NO","LD106",4,3,"NO","NO","NO",4,2,"2022/12/21 2022-12-21 10:55:30.247","Noah@email.com"
"YES",2,"NO","NO","YES","NO","NO","NO","YES","less than an hour","No","NO","LD106",4,3,"NO","NO","NO",4,2,"2022/12/21 2022-12-21 11:06:50.688","Noah@email.com"
"YES",2,"NO","NO","YES","NO","NO","NO","YES","more than 3 hours","Two hours ago","NO","LD106",4,3,"NO","NO","NO",5,1,"2022/12/21 2022-12-21 14:25:55.232","Noah@email.com"
"YES",2,"NO","NO","YES","NO","NO","NO","YES","more than 3 hours","Two hours ago","NO","LD106",4,3,"NO","NO","NO",5,1,"2022/12/21 2022-12-21 14:38:10.930","Noah@email.com"
"YES",2,"NO","NO","YES","NO","NO","NO","YES","more than 3 hours","Two hours ago","NO","LD106",4,3,"NO","NO","NO",5,1,"2022/12/21 2022-12-21 14:45:48.190","Noah@email.com"
"YES",2,"NO","NO","YES","NO","NO","NO","YES","more than 3 hours","Two hours ago","NO","LD106",4,3,"NO","NO","NO",5,1,"2022/12/21 2022-12-21 14:48:22.325","Noah@email.com"
"YES",2,"NO","NO","YES","YES","NO","NO","NO","less than an hour","30 mins ago","NO","LD124",4,3,"NO","NO","NO",4,2,"2023/1/16 2023-01-16 10:59:46.297","Noah@email.com"
"YES",2,"NO","NO","YES","YES","NO","NO","NO","less than an hour","30 mins ago","NO","LD124",4,3,"NO","NO","NO",3,2,"2023/1/16 2023-01-16 11:28:04.229","Noah@email.com"
"YES",2,"NO","NO","YES","YES","NO","NO","NO","less than an hour","30 mins ago","NO","LD124",4,3,"NO","NO","NO",3,2,"2023/1/16 2023-01-16 11:47:10.221","Noah@email.com"
"YES",2,"NO","NO","YES","YES","NO","NO","NO","less than an hour","30 mins ago","NO","LD124",4,3,"NO","NO","NO",3,2,"2023/1/16 2023-01-16 11:52:47.781","Noah@email.com"
"YES",2,"NO","NO","YES","YES","NO","NO","NO","less than an hour","30 mins ago","NO","LD124",4,3,"NO","NO","NO",3,2,"2023/1/16 2023-01-16 12:17:09.492","Noah@email.com"
"YES",2,"NO","NO","YES","YES","NO","NO","NO","less than an hour","One hour ago","NO","LD124",4,2,"NO","NO","NO",5,1,"2023/1/16 2023-01-16 12:19:54.962","Noah@email.com"
"YES",2,"NO","NO","YES","YES","NO","NO","NO","less than an hour","One hour ago","NO","LD124",4,2,"NO","NO","NO",6,1,"2023/1/16 2023-01-16 12:25:34.110","Noah@email.com"
"YES",2,"NO","NO","YES","YES","NO","NO","NO","less than an hour","One hour ago","NO","LD124",4,2,"NO","NO","NO",7,1,"2023/1/16 2023-01-16 12:28:21.303","Noah@email.com"
"YES",2,"NO","NO","YES","YES","NO","NO","NO","less than an hour","One hour ago","NO","LD124",4,2,"NO","NO","NO",7,1,"2023/1/16 2023-01-16 12:32:06.669","Noah@email.com"
"YES",2,"NO","NO","YES","YES","NO","NO","NO","less than an hour","One hour ago","NO","LD124",4,2,"NO","NO","NO",7,1,"2023/1/16 2023-01-16 12:33:55.084","Noah@email.com"
"YES",2,"NO","NO","YES","YES","NO","NO","NO","1-2 hours","One hour ago","NO","LD124",4,3,"NO","NO","NO",5,1,"2023/1/16 2023-01-16 12:42:07.531","Noah@email.com"
"YES",2,"NO","NO","YES","YES","NO","NO","NO","1-2 hours","One hour ago","NO","LD124",4,3,"NO","NO","NO",5,1,"2023/1/16 2023-01-16 12:56:30.816","Noah@email.com"
"YES",2,"NO","NO","YES","YES","NO","NO","NO","1-2 hours","One hour ago","NO","LD124",4,3,"NO","NO","NO",5,1,"2023/1/16 2023-01-16 13:00:16.136","Noah@email.com"
"YES",2,"NO","NO","YES","YES","NO","NO","NO","1-2 hours","30 mins ago","NO","LD124",4,3,"NO","NO","NO",5,1,"2023/1/16 2023-01-16 13:01:13.020","Noah@email.com"
"YES",2,"NO","NO","YES","YES","NO","NO","NO","1-2 hours","30 mins ago","NO","LD124",4,3,"NO","NO","NO",5,1,"2023/1/16 2023-01-16 13:07:19.724","Noah@email.com"
"YES",2,"NO","NO","YES","YES","NO","NO","NO","1-2 hours","30 mins ago","NO","LD124",4,3,"NO","NO","NO",4,2,"2023/1/16 2023-01-16 13:13:44.742","Noah@email.com"
"YES",2,"NO","NO","YES","YES","NO","NO","NO","1-2 hours","30 mins ago","NO","LD124",4,3,"NO","NO","NO",4,2,"2023/1/16 2023-01-16 13:31:22.152","Noah@email.com"
